Key;WikidataId;Author;No of co-authors;Title;Subtitle;Normalized genre;Archive;Normalized year;Publisher;Publication place;First edition;Num Pages;Size;Libretto;Premier year;Print edition;No of speakers;No of speakers (female);No of speakers (male);No of speakers (unknown);No of person groups;No of connected components;No of edges;Year written;No of segments;No of acts;No of words;No of words (speakers);No of words (stage directions);No of paragraphs;No of lines;Filename;Xmlid;Corpus;Date;Notes;Author gender (manual);Author birth;Author death;Characters;Co-authors;Author age (time of writing);Posthumous;Authorid;Publication statement;files
hun000065;;Jókai, Mór;0;Dalma;Eredeti szomorujáték négy felvonásban;;;1852;Akadémiai Kiadó;Budapest;1971;;29;false;1852;1860;29;6;20;5;10;1;132;1852;28;4;14943;14577;1450;658;0;jokai-dalma;hun000065;HunDraCor;1852;;male;1825;1904;"OLDAMUR (M); RHABONBÁN (M); FELLENGUR (M); DALMA (F); második, harmadik, negyedik, ötödik, hatodik, hetedik vezér (M); ELEMÉR (M); első, második gyula (M); első, második mágusz (M); török nép (Unk); DISABUL (M); KUBLÁJ (M); JAGÁR (M); első, második, harmadik hirnök (M); fegyveresek (Unk); HALILA (F); Csuvasz követ (M); parasztok (Unk); pór (M); tisztviselő (M); molnárlegény (M); Vádlott férfi (M); óriás (M); törpe (M); Vádlott nő (F); hölgyek (F); apród (M); szüzek (F); gyermekek (Unk); kikiáltó (Unk)";;27;false;https://www.wikidata.org/wiki/Q379621;DraCor: https://dracor.org/;texts/jokai-dalma.xml
hun000064;;Jókai, Mór;0;A szigetvári vértanuk;Eredeti szomorújáték négy felvonásban;;;1843;Akadémiai Kiadó;Budapest;1971;;31;false;1860;1843;31;5;28;5;11;1;129;1860;32;4;15034;14569;1023;15;2440;jokai-a-szigetvari-vertanuk;hun000064;HunDraCor;1843;;male;1825;1904;"ZRINYI (M); SERÉNK (M); CSÁKY BERTALAN (M); MÁRIA (F); JURANICS LŐRINC (M); BAJONY JÁNOS (M); NŐK (F); ANNA (F); SZELIM (M); MIND (Unk); PATACSICS PÉTER (M); ISTVÁNFFY PÁL (M); NEMESEK (M); NAHNUMANZÁDE (M); SZOLEJMAN (M); NAGYVEZÉR (M); SEMSZ ACHMED (M); MAHMUD (M); SZÓFI AÁLI (F); NACHIM (M); Janicsárok (M); AMHÁT (M); FERHÁD (M); ZUELMA (M); ÁNISZ (M); Őr (M); Orvos (M); Lövész (M); dervisek (Unk); komparadzsik (Unk); mutefellikák (Unk)";;18;false;https://www.wikidata.org/wiki/Q379621;DraCor: https://dracor.org/;texts/jokai-a-szigetvari-vertanuk.xml
hun000063;Q1159410;Hunyady, Sándor;0;Lovagias ügy;Életkép három felvonásban;;;1935;Európa Könyvkiadó;Budapest;2003;;11;false;1935;1935;11;4;7;0;0;1;38;1935;4;1;16605;15457;5018;903;0;hunyady-lovagias-ugy;hun000063;HunDraCor;1935;;male;1890;1942;"GIZIKE (F); PALI (M); VIRÁG (M); SZOLGA (M); KERESKEDŐSEGÉD (M); SALGÓ (M); VIRÁGNÉ (F); BABA (F); NAGYMAMA (F); FEKETE (M); MINDENES (M)";;45;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-lovagias-ugy.xml
hun000062;Q1123651;Hunyady, Sándor;0;Kártyázó asszonyok;Színjáték három felvonásban (Hét képben);;;1939;Európa Könyvkiadó;Budapest;2003;;24;false;1939;2003;24;7;17;0;0;1;132;1939;7;3;16880;15825;3822;881;0;hunyady-kartyazo-asszonyok;hun000062;HunDraCor;1939;;male;1890;1942;"INAS (M); SZOBALÁNY (F); PIRI (F); RÖNÉ (M); ADÉL (F); ÉVA (F); JENŐ (M); KOMORNYIK (M); ZSETONOS (M); PINCÉR (M); 1. KLUBTAG (M); 2. KLUBTAG (M); DR. TÖRÖK (M); 3. KLUBTAG (M); 4. KLUBTAG (M); A VEZÉR (M); I. PÁRBAJSEGÉD (M); PENELOPE (F); DAISY (F); RÓZSI (F); FIATALEMBER (M); LAJOS (M); GOGÓ (M); FRANCIA ÚR (M)";;49;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-kartyazo-asszonyok.xml
hun000061;Q950387;Hunyady, Sándor;0;Júliusi éjszaka;Vígjáték három felvonásban;;;1929;Európa Könyvkiadó;Budapest;2003;;11;false;1929;1930;11;5;6;0;0;1;45;1929;37;3;17083;14853;5878;697;5;hunyady-juliusi-ejszaka;hun000061;HunDraCor;1929;;male;1890;1942;"AZ ÖZVEGY (F); A HERCEG (M); GÁBOR (M); A MENYASSZONY (F); A VŐLEGÉNY (M); ISTI (M); A HÁZ ÚRNŐJE (F); A HÁZ URA (M); AZ INAS, LAJOS (M); A KOMORNA, LICI (F); DADUS (F)";;39;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-juliusi-ejszaka.xml
hun000060;Q998708;Hunyady, Sándor;0;Feketeszárú cseresznye;Színjáték három felvonásban;;;1930;Európa Könyvkiadó;Budapest;2003;;24;false;1930;1930;24;3;21;0;0;1;121;1930;47;5;21451;16258;8176;768;0;hunyady-feketeszaru-cseresznye;hun000060;HunDraCor;1930;;male;1890;1942;"IRINA (F); VELISZAVLJEVICS DUSÁN (M); BALÁZSHÁZY FŐHADNAGY (M); DANICA (F); MILICA (M); CSAHOLYI HADNAGY (M); JANKOVICS HADNAGY (M); FŐBÍRÓ (M); BERZÉTEY (M); CIGÁNY (M); PRÍMÁS (M); INAS (M); PÓPA (M); PÁNTÓ (M); KISPÁL (M); HAJDÚ (M); CSORDÁS (M); PARASZTASSZONY (F); NIKOLICS BÍRÓ (M); ESPERES (M); EZREDES (M); PÜSPÖK (M); KORMÁNYBIZTOS (M); ZSÁRKÓ HADNAGY (M)";;40;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-feketeszaru-cseresznye.xml
hun000059;;Hunyady, Sándor;0;Bakaruhában;;;;1931;Európa Könyvkiadó;Budapest;2003;;8;false;;2003;8;4;4;0;0;1;23;1931;4;4;6658;5570;2617;367;0;hunyady-bakaruhaban;hun000059;HunDraCor;1931;;male;1890;1942;"BODROGI (M); PALI (M); PIRI (F); BODROGINÉ (F); LACI (M); VILMA (F); KÁPLÁR (M); JULCSA (F)";;41;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-bakaruhaban.xml
hun000058;Q466857;Hunyady, Sándor;0;A három sárkány;Játék zenével, három felvonásban;;;1936;Európa Könyvkiadó;Budapest;2003;;26;false;1936;2003;26;12;14;0;0;1;154;1935;7;3;18071;16089;5538;906;0;hunyady-a-harom-sarkany;hun000058;HunDraCor;1936;;male;1890;1942;"DR. KEMPELEN (M); KATALIN (F); ZSÓFIA (F); JÚLIA (F); ID. CSAHOLYI BALÁZS (M); KITTY (F); ZSUZSI (F); PIKOLÓ (M); ÉTHORDÓ (M); FŐÚR (M); IFJ. CSAHOLYI BALÁZS (M); PINCÉR (M); CIGÁNYPRÍMÁS (M); ANNA (F); IDEGEN (M); BORZA (M); RENDŐR (M); SZOBALÁNY (F); MILKÓNÉ (F); ANGOL TANÁRNŐ (F); FERI BÁCSI (M); DR. KEMPELENNÉ (F); IDA (F); KÖVÉR NŐ (F); FIATALEMBER (M); TISZT (M)";;46;false;https://www.wikidata.org/wiki/Q1056533;DraCor: https://dracor.org/;texts/hunyady-a-harom-sarkany.xml
hun000057;;Csokonai Vitéz, Mihály;0;Cultura;Vígjáték;;;1799;Szépirod. Kvk.;Budapest;1980;;10;false;1799;1922;10;1;9;0;0;1;26;1799;25;3;8037;7823;276;337;46;csokonai-cultura;hun000057;HunDraCor;1799;;male;1773;1805;"LEHELFI (M); FENEKES (M); FIRKÁSZ (M); PETRONELLA (F); TISZTES (M); ÁBRAHÁM (M); POFÓK (M); KANAKUZ (M); CONRAD SZELEPURDI (M); SZÁSZLAKI (M)";;26;false;https://www.wikidata.org/wiki/Q713545;DraCor: https://dracor.org/;texts/csokonai-cultura.xml
hun000056;;Csiky, Gergely;0;Szép leányok;Színmű három felvonásban;;;1882;Unikornis;Budapest;1997;;36;false;1882;1882;36;11;28;3;9;1;252;1882;66;3;17464;16681;2839;948;0;csiky-szep-leanyok;hun000056;HunDraCor;1882;;male;1842;1891;"CZOMPÓ MALVIN (F); HÁZMESTER (M); JULCSA (F); HORDÁR (M); BIHARI LINA (F); KÖCSÖG MUKI (M); BIHARI TERKA (F); CZICZMÁNYI FERCSI (M); SKÁLA REZSŐ (M); CSENGŐ IMRE (M); BOCK ADOLF (M); DÓKA (M); SCHMEKS GYULA (M); TÚZOK ÁGNES (F); HILDA (F); CSIHORSZKY (M); MATYKÓ FRICI (M); MARI (F); ADELGUNDA (F); SZIMECSEK (M); LAJOS (M); SZIMECSEKNÉ (F); VENDÉGEK (Unk); PINCÉR (M); korhely (M); ÁDÁM (M); KORHELY (M); JANCSÓ MÁTYÁS (M); FIATALOK (Unk); FIATALEMBER (M); LUJZA (F); KATONA (M); RENDŐR (M); MATRÓZOK (M); ÖREGASSZONY (F); KOFA (M)";;40;false;https://www.wikidata.org/wiki/Q166952;DraCor: https://dracor.org/;texts/csiky-szep-leanyok.xml
hun000055;;Csiky, Gergely;0;A kaviár;Bohózat három felvonásban;;;1882;Athenaeum;Budapest;1882;;21;false;1882;1884;21;9;12;0;0;1;121;1882;59;3;21071;20485;3294;1922;4;csiky-a-kaviar;hun000055;HunDraCor;1882;;male;1842;1891;"Vendéglős (M); Szakácsné (F); Lilly (F); Poroszkay Tivadar (M); Beregi Oszkár (M); Mariska (F); Róza (F); Barlangi Achilles (M); Eduárd (M); Brigitta (F); Miranda (F); Mártha (F); Marika (F); Petykó (M); Omor (M); Czili (F); Maszlaghy (M); Pisztráng (M); Zúghy (M); Péter (M); Pinczér (M)";;40;false;https://www.wikidata.org/wiki/Q166952;DraCor: https://dracor.org/;texts/csiky-a-kaviar.xml
hun000054;;Csiky, Gergely;0;A jó Fülöp;Vígjáték három felvonásban;;;1887;Unikornis Kiadó;Budapest;1977;;11;false;1887;1887;11;5;6;1;1;1;43;1886;59;3;15753;15237;2194;937;0;csiky-a-jo-fulop;hun000054;HunDraCor;1887;;male;1842;1891;"VATHAY BÉLA (M); KLÁRA (F); MATILD (F); OTTIL (F); GÓTH MÁTYÁS (M); HERNÁDI FÜLÖP (M); VÁRDAI OTTÓ (M); ADÉL (F); ADOLF (M); MARCSA (F); DÉRI ANDOR (M)";;45;false;https://www.wikidata.org/wiki/Q166952;DraCor: https://dracor.org/;texts/csiky-a-jo-fulop.xml
hun000053;;Bessenyei, György;0;Lais;vagy az erkölcsi makacs Komédia, öt játékban, versekben;;;1810;;;;;8;false;;1899;8;0;8;0;0;1;23;1772/1810;35;5;13108;12942;274;0;2021;bessenyei-lais;hun000053;HunDraCor;1810;;male;1747;1811;"LAIS (M); KOLUMBÍNA (M); KUKULÍNI (M); HIPPODON (M); XENOXIS (M); TULIPÁN (M); POMONE (M); PELOZIS (M)";;63;false;https://www.wikidata.org/wiki/Q794046;DraCor: https://dracor.org/;texts/bessenyei-lais.xml
hun000052;;Bessenyei, György;0;Hunyadi László tragédiája.;Három játékban, és versekben. Besenyei György által.;;;1772;;Bécs;;;9;false;;1772;9;2;8;0;0;1;19;;23;3;6673;6289;1299;0;918;bessenyei-hunyadi-laszlo-tragediaja;hun000052;HunDraCor;1772;;male;1747;1811;"GEREB ERSÉBET (F); HUNYADI LÁSZLÓ (M); IV. LÁSZLÓ (M); ROZGONYI SEBESTYÉN (M); GARA LÁSZLÓ (M); GARA ANNA (F); HUNYADI MÁTYÁS (M); BÁNFI PÁL (M); HADI VEZÉREK (M)";;25;false;https://www.wikidata.org/wiki/Q794046;DraCor: https://dracor.org/;texts/bessenyei-hunyadi-laszlo-tragediaja.xml
hun000051;;Bessenyei, György;0;Buda trágédiája;Öt játékban;;;1773;Akadémiai Kiadó;Budapest;1990;;10;false;;1773;10;3;7;1;1;1;33;1773;34;5;16428;15954;1729;0;2680;bessenyei-buda-tragediaja;hun000051;HunDraCor;1773;;male;1747;1811;"BUDA (M); EMÉZIA (F); MIKOLD (F); KADIKA (M); ATILLA (M); TSABA (M); ALUS (M); JULIA (F); A' LÉLEK (Unk); ORES (M)";;26;false;https://www.wikidata.org/wiki/Q794046;DraCor: https://dracor.org/;texts/bessenyei-buda-tragediaja.xml
hun000050;Q1469361;Bessenyei, György;0;Ágis tragédiája;öt játékban, versekben;;;1776;Nyomtattatott Kaliwoda Leopóld betüjivel;Bécs;;;9;false;;1776;9;2;8;0;1;1;31;;33;5;12231;11952;518;0;2090;bessenyei-agis-tragediaja;hun000050;HunDraCor;1776;;male;1747;1811;"ÁGÉZILAUS (M); ÁGIS (M); LEÓNIDAS (M); ÁMFARES (M); KLEOMBROTES (M); TELÓNIS (M); ÁGIARIS (F); DEMÓKARES (M); ÁGISZTRAT (F)";;29;false;https://www.wikidata.org/wiki/Q794046;DraCor: https://dracor.org/;texts/bessenyei-agis-tragediaja.xml
hun000049;;Bessenyei, György;0;A' filosofus;;;;1777;;;;;10;false;;1777;10;5;5;0;0;1;34;;36;5;16097;15847;713;664;26;bessenyei-a-filosofus;hun000049;HunDraCor;1777;;male;1747;1811;"SZIDALISZ (F); LUTZINDA (F); BERENISZ (F); PÁRMÉNIÓ (M); LIDÁS (M); ANGYELIKA (F); LILISZ (M); ERESZTRA (F); TITZIUS (M); PONTYI (M)";;30;false;https://www.wikidata.org/wiki/Q794046;DraCor: https://dracor.org/;texts/bessenyei-a-filosofus.xml
hun000048;;Berczik, Árpád;0;A pozsonyi dieta;Vígjáték három felvonásban;;;1907;Franklin-Társulat;Budapest;1912;;28;false;1907;1908;28;6;20;2;3;1;173;1907;58;3;13950;13435;886;960;4;berczik-a-pozsonyi-dieta;hun000048;HunDraCor;1907;;male;1842;1919;"Köröskényi Dani (M); Német inas (M); Szebeni Károly (M); Csatlós (M); Bornemissza Magda (F); Krisztina (F); Báró Grassalkovics Antal (M); Szentiványi György (M); Kubinyi Imre (M); Büky András (M); Okolicsányi János (M); Patay Sámuel (M); Buday István (M); Beniczky István (M); Czompó Sándor (M); Zlinszky János (M); Goszthony Farkas (M); Patay Sámuelné (F); Ilonka (F); Buday Istvánné (F); Szentiványi Györgyné (F); Bartenstein Rudolf (M); Követek (Unk); Jászai Gábor (M); Patvarista (M); Huszár (M); Mihály (M); Mind (Unk)";;65;false;https://www.wikidata.org/wiki/Q793226;DraCor: https://dracor.org/;texts/berczik-a-pozsonyi-dieta.xml
hun000047;;Balázs, Béla;0;Halálos fiatalság;Dráma három felvonásban;;;1917;Kner Izidor Könyvnyomdájában;Gyoma;1917;;7;false;1918;1917;7;3;4;0;0;1;19;1917;4;3;21369;21138;2334;1513;0;balazs-halalos-fiatalsag;hun000047;HunDraCor;1917;;male;1884;1949;"DOBRAY ÁGNES (F); DOBRAY FÉLIX (M); LILI (F); JULCSA (F); BÁRÓ LUBLÓY (M); JÓZSA MIKLÓS (M); JANI (M)";;33;false;https://www.wikidata.org/wiki/Q469963;DraCor: https://dracor.org/;texts/balazs-halalos-fiatalsag.xml
hun000046;;Balázs, Béla;0;A kékszakállu herceg vára;Opera 1 felvonásban;;;1912;Globus Ny.;Budapest;1918;;3;false;1918;1912;3;1;2;0;0;1;3;1910;1;1;2545;2304;827;0;356;balazs-a-kekszakallu-herceg-vara;hun000046;HunDraCor;1912;;male;1884;1949;"A Regős (M); A Kékszakállu herceg (M); Judit (F)";;28;false;https://www.wikidata.org/wiki/Q469963;DraCor: https://dracor.org/;texts/balazs-a-kekszakallu-herceg-vara.xml
hun000045;;Babits, Mihály;0;Laodameia;Drámai költemény két részben;;;1910;Nyugat;Budapest;1910;;8;false;1983;1910;8;2;5;2;0;1;28;1910;1;1;4860;4841;39;0;812;babits-laodameia;hun000045;HunDraCor;1910;;male;1883;1941;"LAODAMEIA (F); JÓS (M); FIÚK KARA (M); LÁNYOK KARA (F); HÍRNÖK (M); IPHIKLOS (M); SEMICHORUS (Unk); PROTESILAOS (M)";;27;false;https://www.wikidata.org/wiki/Q332482;DraCor: https://dracor.org/;texts/babits-laodameia.xml
hun000044;;Babits, Mihály;0;A Simóné háza;Falusi Tragédia. Színmű egy felvonásban;;;1978;;;;;11;false;;1978;11;2;8;1;2;1;55;;1;1;8723;8209;727;372;17;babits-a-simone-haza;hun000044;HunDraCor;1978;;male;1883;1941;"ÖZVEGY SIMÓNÉ (F); ANNA (F); Utcagyerekek (M); SIMÓ KÁROLY (M); BAKA PALI (M); ORVOS (M); CUCI (M); Nép (Unk); MAJOR (M); TŰZOLTÓK (M); BALOG (M)";;;true;https://www.wikidata.org/wiki/Q332482;DraCor: https://dracor.org/;texts/babits-a-simone-haza.xml
